country,year,value,indicator
Brazil,1973,13.9687217796782,gdp
Brazil,1972,11.9403481162508,gdp
Brazil,1971,11.3429219931908,gdp
Brazil,1970,10.4,gdp
Brazil,1969,9.49999999999993,gdp
Brazil,1968,9.79999999999998,gdp
Brazil,1967,4.2,gdp
Brazil,1966,6.7000000000001,gdp
Brazil,1965,2.40000000000001,gdp
Brazil,2024,4.36746407652337,inflation
Brazil,2023,4.59356282283204,inflation
Brazil,2022,9.28010608956873,inflation
Brazil,2021,8.30165975585673,inflation
Brazil,2020,3.21176803803376,inflation
Brazil,2019,3.73297621216894,inflation
Brazil,2018,3.66485028376729,inflation
Brazil,2017,3.44637335032669,inflation
Brazil,2016,8.73914352329393,inflation
Brazil,2015,9.02990102416136,inflation
Brazil,2014,6.32904015516139,inflation
Brazil,2013,6.20431066640101,inflation
Brazil,2012,5.40349914036997,inflation
Brazil,2011,6.6364496221309,inflation
Brazil,2010,5.03872690108075,inflation
Brazil,2009,4.88803479876799,inflation
Brazil,2008,5.67859390284168,inflation
Brazil,2007,3.64127299102652,inflation
Brazil,2006,4.18356812896909,inflation
Brazil,2005,6.86953720898964,inflation
Brazil,2004,6.59718509985963,inflation
Brazil,2003,14.7149197228147,inflation
Brazil,2002,8.45016437708331,inflation
Brazil,2001,6.84035902487523,inflation
Brazil,2000,7.04414105947266,inflation
Brazil,1999,4.85844749902667,inflation
Brazil,1998,3.19507629280052,inflation
Brazil,1997,6.92671251629154,inflation
Brazil,1996,15.7576656002606,inflation
Brazil,1995,66.0070335542481,inflation
Brazil,1994,2075.88839757325,inflation
Brazil,1993,1927.38079016026,inflation
Brazil,1992,951.962053052818,inflation
Brazil,1991,432.786661926461,inflation
Brazil,1990,2947.732772483,inflation
Brazil,1989,1430.7237251472,inflation
Brazil,1988,629.114509120897,inflation
Brazil,1987,228.336162575513,inflation
Brazil,1986,147.142826237604,inflation
Brazil,1985,225.989665211895,inflation
Brazil,1984,192.121733132051,inflation
Brazil,1983,135.027682230473,inflation
Brazil,1982,100.54335919485,inflation
Brazil,1981,101.725072957927,inflation
Brazil,2024,7.634,unemployment
Brazil,2023,7.947,unemployment
Brazil,2022,9.231,unemployment
Brazil,2021,13.158,unemployment
Brazil,2020,13.697,unemployment
Brazil,2019,11.936,unemployment
Brazil,2018,12.329,unemployment
Brazil,2017,12.792,unemployment
Brazil,2016,11.58,unemployment
Brazil,2015,8.538,unemployment
Brazil,2014,6.755,unemployment
Brazil,2013,7.071,unemployment
Brazil,2012,7.251,unemployment
Brazil,2011,7.578,unemployment
Brazil,2010,8.422,unemployment
Brazil,2009,9.419,unemployment
Brazil,2008,8.268,unemployment
Brazil,2007,9.28,unemployment
Brazil,2006,9.692,unemployment
Brazil,2005,10.551,unemployment
Brazil,2004,10.072,unemployment
Brazil,2003,11.168,unemployment
Brazil,2002,10.641,unemployment
Brazil,2001,10.649,unemployment
Brazil,2000,10.889,unemployment
Brazil,1999,11.125,unemployment
Brazil,1998,10.15,unemployment
Brazil,1997,9.003,unemployment
Brazil,1996,8.035,unemployment
Brazil,1995,7.092,unemployment
Brazil,1994,6.578,unemployment
Brazil,1993,6.03,unemployment
Brazil,1992,7.086,unemployment
Brazil,1991,6.894,unemployment
Italy,2024,0.692676948440536,gdp
Italy,2023,0.975694840127005,gdp
Italy,2022,4.82117669913565,gdp
Italy,2021,8.93106210800055,gdp
Italy,2020,-8.86822122185345,gdp
Italy,2019,0.429162533780342,gdp
Italy,2018,0.826646712344115,gdp
Italy,2017,1.60369995294101,gdp
Italy,2016,1.23622108511661,gdp
Italy,2015,0.885667635240807,gdp
Italy,2014,-0.00138761730454462,gdp
Italy,2013,-1.81802510749792,gdp
Italy,2012,-3.12523877282996,gdp
Italy,2011,0.695463154440176,gdp
Italy,2010,1.52910573247101,gdp
Italy,2009,-5.30515401233991,gdp
Italy,2008,-1.02313851177097,gdp
Italy,2007,1.46229205289291,gdp
Italy,2006,1.79947992234244,gdp
Italy,2005,0.762410677306491,gdp
Italy,2004,1.4740217064723,gdp
Italy,2003,0.0665538088732092,gdp
Italy,2002,0.26992966378873,gdp
Italy,2001,2.00643329837733,gdp
Italy,2000,3.88209885062652,gdp
Italy,1999,1.67799157943422,gdp
Italy,1998,1.8043732818638,gdp
Italy,1997,1.92572122608527,gdp
Italy,1996,1.34558477192847,gdp
Italy,1995,2.88683671925843,gdp
Italy,1994,2.15102367074849,gdp
Italy,1993,-0.852805731913904,gdp
Italy,1992,0.834275417393798,gdp
Italy,1991,1.53844759206665,gdp
Italy,1990,1.98577491758405,gdp
Italy,1989,3.38838350504491,gdp
Italy,1988,4.19437725054567,gdp
Italy,1987,3.19196062140115,gdp
Italy,1986,2.85997186889063,gdp
Italy,1985,2.79808575480784,gdp
Italy,1984,3.22585239030356,gdp
Italy,1983,1.16920342741862,gdp
Italy,1982,0.413585694308892,gdp
Italy,1981,0.844227628121416,gdp
Italy,1980,3.43001634618649,gdp
Italy,1979,5.95915952688955,gdp
Italy,1978,3.24013978059317,gdp
Italy,1977,2.56050082604729,gdp
Italy,1976,7.12538510094043,gdp
Italy,1975,-2.09016289171086,gdp
Italy,1974,5.50014109691006,gdp
Italy,1973,7.12586233109471,gdp
Italy,1972,3.69048578366487,gdp
Italy,1971,1.81810794624113,gdp
Italy,1970,5.31050242854884,gdp
Italy,1969,6.09805999558608,gdp
Italy,1968,6.54455465470525,gdp
Italy,1967,7.17861246556186,gdp
Italy,1966,5.98479422519713,gdp
Italy,1965,3.26802371964186,gdp
Italy,2024,0.982373023061417,inflation
Italy,2023,5.62219442195901,inflation
Italy,2022,8.20128991161718,inflation
Italy,2021,1.87378325762481,inflation
Italy,2020,-0.13770757391651,inflation
Italy,2019,0.611246943765304,inflation
Italy,2018,1.13748763600391,inflation
Italy,2017,1.22653316645812,inflation
Italy,2016,-0.09401665691575,inflation
Italy,2015,0.0387903996579733,inflation
Italy,2014,0.241047429826756,inflation
Italy,2013,1.21999342274306,inflation
Italy,2012,3.04136333226775,inflation
Italy,2011,2.78063272879323,inflation
Italy,2010,1.52551602118248,inflation
Italy,2009,0.774768131387381,inflation
Italy,2008,3.34783258401022,inflation
Italy,2007,1.82974112202403,inflation
Italy,2006,2.09084391012754,inflation
Italy,2005,1.9852929852798,inflation
Italy,2004,2.20673661423657,inflation
Italy,2003,2.6725555277285,inflation
Italy,2002,2.46532319171165,inflation
Italy,2001,2.78516542713554,inflation
Italy,2000,2.53768532095002,inflation
Italy,1999,1.66345995007714,inflation
Italy,1998,1.95508557719381,inflation
Italy,1997,2.04310779750136,inflation
Italy,1996,4.0069766898104,inflation
Italy,1995,5.23542258044301,inflation
Italy,1994,4.05184218065716,inflation
Italy,1993,4.62673468331298,inflation
Italy,1992,5.2705899859293,inflation
Italy,1991,6.24999929790291,inflation
Italy,1990,6.456609061464,inflation
Italy,1989,6.25983137956977,inflation
Italy,1988,5.05824747667119,inflation
Italy,1987,4.74728490389789,inflation
Italy,1986,5.82354691862017,inflation
Italy,1985,9.20599144253118,inflation
Italy,1984,10.7944960076811,inflation
Italy,1983,14.646576674877,inflation
Italy,1982,16.4804146202214,inflation
Italy,1981,17.9692987519672,inflation
Italy,1980,21.0641682770745,inflation
Italy,1979,14.7985735661484,inflation
Italy,1978,12.0940138425074,inflation
Italy,1977,17.13004878665,inflation
Italy,1976,16.6141664725788,inflation
Italy,1975,16.9505025668306,inflation
Italy,1974,19.1597695854699,inflation
Italy,1973,10.7986174547602,inflation
Italy,1972,5.74950393730007,inflation
Italy,1971,4.79166438333786,inflation
Italy,1970,4.96831987329335,inflation
Italy,1969,2.65725273386972,inflation
Italy,1968,1.27731335390797,inflation
Italy,1967,3.73333832073822,inflation
Italy,1966,2.34658893413318,inflation
Italy,1965,4.51926830743458,inflation
Italy,2024,6.778,unemployment
Italy,2023,7.627,unemployment
Italy,2022,8.069,unemployment
Italy,2021,9.497,unemployment
Italy,2020,9.164,unemployment
Italy,2019,9.951,unemployment
Italy,2018,10.61,unemployment
Italy,2017,11.211,unemployment
Italy,2016,11.688,unemployment
Italy,2015,11.896,unemployment
Italy,2014,12.683,unemployment
Italy,2013,12.149,unemployment
Italy,2012,10.655,unemployment
Italy,2011,8.359,unemployment
Italy,2010,8.363,unemployment
Italy,2009,7.749,unemployment
Italy,2008,6.723,unemployment
Italy,2007,6.076,unemployment
Italy,2006,6.777,unemployment
Italy,2005,7.73,unemployment
Italy,2004,7.866,unemployment
Italy,2003,8.869,unemployment
Italy,2002,9.211,unemployment
Italy,2001,9.599,unemployment
Italy,2000,10.834,unemployment
Italy,1999,11.681,unemployment
Italy,1998,12.117,unemployment
Italy,1997,11.985,unemployment
Italy,1996,11.864,unemployment
Italy,1995,11.661,unemployment
Italy,1994,11.086,unemployment
Italy,1993,10.212,unemployment
Italy,1992,9.321,unemployment
Italy,1991,10.097,unemployment
Canada,2024,1.55479521049516,gdp
Canada,2023,1.52874550838358,gdp
Canada,2022,4.18903628100851,gdp
Canada,2021,5.95052802804381,gdp
Canada,2020,-5.03823343468899,gdp
Canada,2019,1.90843194590616,gdp
Canada,2018,2.74296344906655,gdp
Canada,2017,3.03383491200222,gdp
Canada,2016,1.03855092490855,gdp
Canada,2015,0.649971001734855,gdp
Canada,2014,2.87346677785811,gdp
Canada,2013,2.32581354806429,gdp
Canada,2012,1.75566129145483,gdp
Canada,2011,3.13719442170364,gdp
Canada,2010,3.09080634469335,gdp
Canada,2009,-2.91508621550267,gdp
Canada,2008,0.995406301140747,gdp
Canada,2007,2.04990463726786,gdp
Canada,2006,2.63794375007348,gdp
Canada,2005,3.21045439063563,gdp
Canada,2004,3.09236384292251,gdp
Canada,2003,1.80638512302554,gdp
Canada,2002,2.99925535017809,gdp
Canada,2001,1.87509810696022,gdp
Canada,2000,5.1385391803606,gdp
Canada,1999,5.14100353715349,gdp
Canada,1998,3.89288654344983,gdp
Canada,1997,4.28016683621337,gdp
Canada,1996,1.68896122499937,gdp
Canada,1995,2.68232822733793,gdp
Canada,1994,4.49404929532982,gdp
Canada,1993,2.65770691557481,gdp
Canada,1992,0.890466180427183,gdp
Canada,1991,-2.0910550979319,gdp
Canada,1990,0.202947874139198,gdp
Canada,1989,2.33732975738413,gdp
Canada,1988,4.41083900341744,gdp
Canada,1987,4.07201574110678,gdp
Canada,1986,2.12148083355379,gdp
Canada,1985,4.73768081475092,gdp
Canada,1984,5.8985694010334,gdp
Canada,1983,2.56225358775578,gdp
Canada,1982,-3.16615022065891,gdp
Canada,1981,3.41506518150013,gdp
Canada,1980,2.17719921287991,gdp
Canada,1979,3.72519949149593,gdp
Canada,1978,3.73597638764802,gdp
Canada,1977,3.53482660580218,gdp
Canada,1976,5.88927586333716,gdp
Canada,1975,1.5454033263216,gdp
Canada,1974,3.35777600467976,gdp
Canada,1973,6.72864134770903,gdp
Canada,1972,5.51967005803644,gdp
Canada,1971,4.01884508716894,gdp
Canada,1970,2.91871307258708,gdp
Canada,1969,5.06703236278922,gdp
Canada,1968,5.00827404258794,gdp
Canada,1967,3.06542080784173,gdp
Canada,1966,6.75969011988171,gdp
Canada,1965,6.31720005153649,gdp
Canada,2024,2.38158383281173,inflation
Canada,2023,3.87900159788426,inflation
Canada,2022,6.80280115341613,inflation
Canada,2021,3.39519318527528,inflation
Canada,2020,0.716999632307827,inflation
Canada,2019,1.94926902411593,inflation
Canada,2018,2.26822567248103,inflation
Canada,2017,1.59688412852977,inflation
Canada,2016,1.42875954701085,inflation
Canada,2015,1.12524136094277,inflation
Canada,2014,1.90663590717861,inflation
Canada,2013,0.938291897815317,inflation
Canada,2012,1.51567823124517,inflation
Canada,2011,2.91213508872351,inflation
Canada,2010,1.77687154092627,inflation
Canada,2009,0.299466803009299,inflation
Canada,2008,2.37027067444299,inflation
Canada,2007,2.13838399266837,inflation
Canada,2006,2.00202539534161,inflation
Canada,2005,2.21355203439767,inflation
Canada,2004,1.85725871857256,inflation
Canada,2003,2.75856321360112,inflation
Canada,2002,2.25839440940855,inflation
Canada,2001,2.52512013979906,inflation
Canada,2000,2.71943995691976,inflation
Canada,1999,1.73484295105918,inflation
Canada,1998,0.99594245665802,inflation
Canada,1997,1.62121638084531,inflation
Canada,1996,1.57053112507138,inflation
Canada,1995,2.14876033057849,inflation
Canada,1994,0.165562913907291,inflation
Canada,1993,1.86507936507939,inflation
Canada,1992,1.49013290374545,inflation
Canada,1991,5.62586408593005,inflation
Canada,1990,4.78047693336304,inflation
Canada,1989,4.98362189985958,inflation
Canada,1988,4.02823414871611,inflation
Canada,1987,4.3561087122174,inflation
Canada,1986,4.19478629085621,inflation
Canada,1985,3.96203054065205,inflation
Canada,1984,4.30477830391737,inflation
Canada,1983,5.86358802977368,inflation
Canada,1982,10.7689718997139,inflation
Canada,1981,12.4716124148372,inflation
Canada,1980,10.1292205085453,inflation
Canada,1979,9.14467697907181,inflation
Canada,1978,8.97372335151214,inflation
Canada,1977,7.9764453961457,inflation
Canada,1976,7.54173862982148,inflation
Canada,1975,10.672188595094,inflation
Canada,1974,10.997171145686,inflation
Canada,1973,7.48764728240211,inflation
Canada,1972,4.98802873104551,inflation
Canada,1971,2.70491803278685,inflation
Canada,1970,3.34603981363832,inflation
Canada,1969,4.56155890168292,inflation
Canada,1968,4.05529953917047,inflation
Canada,1967,3.57995226730312,inflation
Canada,1966,3.81565906838453,inflation
Canada,1965,2.33265720081135,inflation
Canada,2024,6.45,unemployment
Canada,2023,5.415,unemployment
Canada,2022,5.279,unemployment
Canada,2021,7.527,unemployment
Canada,2020,9.657,unemployment
Canada,2019,5.69,unemployment
Canada,2018,5.837,unemployment
Canada,2017,6.426,unemployment
Canada,2016,7.038,unemployment
Canada,2015,6.945,unemployment
Canada,2014,7.023,unemployment
Canada,2013,7.143,unemployment
Canada,2012,7.392,unemployment
Canada,2011,7.637,unemployment
Canada,2010,8.178,unemployment
Canada,2009,8.46,unemployment
Canada,2008,6.284,unemployment
Canada,2007,6.156,unemployment
Canada,2006,6.484,unemployment
Canada,2005,6.758,unemployment
Canada,2004,7.185,unemployment
Canada,2003,7.574,unemployment
Canada,2002,7.665,unemployment
Canada,2001,7.219,unemployment
Canada,2000,6.829,unemployment
Canada,1999,7.583,unemployment
Canada,1998,8.278,unemployment
Canada,1997,9.1,unemployment
Canada,1996,9.62,unemployment
Canada,1995,9.489,unemployment
Canada,1994,10.395,unemployment
Canada,1993,11.377,unemployment
Canada,1992,11.197,unemployment
Canada,1991,10.316,unemployment
